TOWN,BLOCK,ADDRESS,POSTAL_CODE,LATITUDE,LONGITUDE,MAX_FLOOR,SUBZONE,PLANNING_AREA,REGION
jurong west,680B,jurong west central 1,642680,1.345004,103.705331,17,jurong west central,jurong west,west region
bedok,103,bedok reservoir road,470103,1.32877,103.909381,12,kaki bukit,bedok,east region
kallang/whampoa,16,saint george's road,320016,1.324351,103.86236,4,bendemeer,kallang,central region
tampines,483,tampines street 43,520483,1.361433,103.952686,4,tampines east,tampines,east region
jurong east,217A,jurong east street 21,601217,1.340455,103.738427,4,yuhua east,jurong east,west region
sengkang,414B,fernvale link,792414,1.39002,103.879574,22,fernvale,sengkang,north-east region
kallang/whampoa,14,upper boon keng road,380014,1.315054,103.870304,20,boon keng,kallang,central region
ang mo kio,172,ang mo kio avenue 4,560172,1.374694,103.836463,10,kebun bahru,ang mo kio,north-east region
hougang,966,hougang avenue 9,530966,1.378167,103.878366,15,trafalgar,hougang,north-east region
pasir ris,508,pasir ris street 52,510508,1.37615,103.944239,14,pasir ris central,pasir ris,east region
toa payoh,195,kim keat avenue,310195,1.330081,103.858355,12,kim keat,toa payoh,central region
tampines,801,tampines avenue 4,520801,1.347192,103.938014,4,tampines west,tampines,east region
woodlands,898B,woodlands drive 50,731898,1.435143,103.795211,11,midview,woodlands,north region
clementi,115,clementi street 13,120115,1.323545,103.771329,15,sunset way,clementi,west region
serangoon,127,serangoon north avenue 1,550127,1.365628,103.871831,13,serangoon garden,serangoon,north-east region
bukit panjang,621,senja road,670621,1.386021,103.762854,20,senja,bukit panjang,west region
bedok,10F,bedok south avenue 2,465010,1.322218,103.937001,24,bedok south,bedok,east region
yishun,826,yishun street 81,760826,1.414174,103.832454,11,yishun south,yishun,north region
pasir ris,247,pasir ris street 21,510247,1.370734,103.962458,13,pasir ris drive,pasir ris,east region
tampines,139,simei street 1,520139,1.346684,103.956561,4,simei,tampines,east region
choa chu kang,560,choa chu kang north 6,680560,1.395825,103.745027,12,choa chu kang north,choa chu kang,west region
bukit panjang,244,bukit panjang ring road,670244,1.38092,103.771819,12,bangkit,bukit panjang,west region
tampines,520C,tampines central 8,523520,1.356742,103.939692,16,tampines east,tampines,east region
pasir ris,545,pasir ris street 51,510545,1.369035,103.952436,4,pasir ris central,pasir ris,east region
queenstown,133,clarence lane,140133,1.292316,103.814606,11,margaret drive,queenstown,central region
hougang,646,hougang avenue 8,530646,1.37184,103.88074,4,hougang west,hougang,north-east region
jurong west,449,jurong west street 42,640449,1.352348,103.718438,12,hong kah,jurong west,west region
sengkang,312B,anchorvale lane,542312,1.391734,103.885498,18,anchorvale,sengkang,north-east region
ang mo kio,457,ang mo kio avenue 10,560457,1.365698,103.858942,13,chong boon,ang mo kio,north-east region
hougang,851,hougang central,530851,1.370169,103.893626,16,hougang central,hougang,north-east region
hougang,623,hougang avenue 8,530623,1.370514,103.882324,12,hougang west,hougang,north-east region
tampines,856D,tampines street 82,524856,1.352097,103.938739,15,tampines west,tampines,east region
yishun,625,yishun street 61,760625,1.418174,103.83619,12,yishun south,yishun,north region
tampines,361,tampines street 34,520361,1.356044,103.962576,9,tampines east,tampines,east region
bedok,131,bedok north avenue 3,460131,1.32697,103.93585,16,bedok north,bedok,east region
yishun,455,yishun street 41,760455,1.41998,103.844384,13,yishun east,yishun,north region
marine parade,64,marine drive,440064,1.302113,103.909481,14,marine parade,marine parade,central region
queenstown,53,strathmore avenue,140053,1.292779,103.808446,43,margaret drive,queenstown,central region
sembawang,463C,sembawang drive,753463,1.456235,103.814292,23,sembawang north,sembawang,north region
yishun,263,yishun street 22,760263,1.436163,103.839111,12,northland,yishun,north region
woodlands,891A,woodlands drive 50,730891,1.437743,103.791172,11,midview,woodlands,north region
bishan,194,bishan street 13,570194,1.348299,103.851419,25,bishan east,bishan,central region
punggol,168B,punggol east,822168,1.394496,103.913979,18,punggol field,punggol,north-east region
tampines,462,tampines street 44,520462,1.359013,103.955111,11,tampines east,tampines,east region
hougang,554,hougang street 51,530554,1.378743,103.889681,18,hougang west,hougang,north-east region
tampines,606B,tampines street 61,522606,1.362302,103.937402,16,tampines north,tampines,east region
yishun,660,yishun avenue 4,760660,1.421627,103.839705,12,yishun south,yishun,north region
toa payoh,249,kim keat link,310249,1.331316,103.856657,9,kim keat,toa payoh,central region
queenstown,23B,queen's close,141023,1.294073,103.800027,9,mei chin,queenstown,central region
hougang,638,hougang avenue 8,530638,1.370859,103.878681,4,hougang west,hougang,north-east region
sengkang,257C,compassvale road,543257,1.392788,103.896388,15,sengkang town centre,sengkang,north-east region
bedok,642,bedok reservoir road,410642,1.331274,103.905593,15,kaki bukit,bedok,east region
bishan,306,shunfu road,570306,1.350291,103.839301,4,upper thomson,bishan,central region
pasir ris,152,pasir ris street 13,510152,1.363741,103.962248,9,pasir ris drive,pasir ris,east region
sengkang,453D,fernvale road,794453,1.393417,103.87534,26,fernvale,sengkang,north-east region
yishun,732,yishun avenue 5,760732,1.429034,103.830336,4,yishun west,yishun,north region
jurong west,491,jurong west avenue 1,640491,1.349587,103.726315,10,hong kah,jurong west,west region
sengkang,143,rivervale drive,540143,1.390066,103.905723,17,rivervale,sengkang,north-east region
tampines,228,simei street 4,520228,1.342552,103.956041,11,simei,tampines,east region
bukit panjang,511,jelapang road,670511,1.387814,103.76844,16,saujana,bukit panjang,west region
punggol,267A,punggol field,821267,1.404559,103.897505,16,matilda,punggol,north-east region
sengkang,318A,anchorvale link,541318,1.393728,103.889723,15,anchorvale,sengkang,north-east region
clementi,331,clementi avenue 2,120331,1.314138,103.767942,12,clementi north,clementi,west region
sengkang,273B,compassvale link,542273,1.384544,103.895002,16,compassvale,sengkang,north-east region
serangoon,306,serangoon avenue 2,550306,1.35417,103.866886,12,serangoon central,serangoon,north-east region
punggol,602B,punggol central,822602,1.403013,103.906864,16,waterway east,punggol,north-east region
jurong east,43,teban gardens road,600043,1.321103,103.741674,12,teban gardens,jurong east,west region
sengkang,333A,anchorvale link,541333,1.394684,103.890868,16,anchorvale,sengkang,north-east region
woodlands,184A,woodlands street 13,731184,1.436116,103.777087,28,woodlands west,woodlands,north region
bishan,174,bishan street 13,570174,1.348208,103.854277,4,bishan east,bishan,central region
tampines,495D,tampines street 43,523495,1.363672,103.952025,13,tampines east,tampines,east region
clementi,701,west coast road,120701,1.307612,103.761376,12,clementi west,clementi,west region
bukit panjang,418,fajar road,670418,1.38432,103.768866,16,fajar,bukit panjang,west region
geylang,19,eunos crescent,400019,1.324276,103.903205,12,geylang east,geylang,central region
hougang,456,hougang avenue 10,530456,1.377171,103.895401,13,hougang east,hougang,north-east region
bukit batok,627,bukit batok central,650627,1.351846,103.74935,18,bukit batok central,bukit batok,west region
bukit merah,124A,bukit merah view,151124,1.284887,103.822782,20,henderson hill,bukit merah,central region
bukit batok,305,bukit batok street 31,650305,1.357861,103.747935,12,hong kah north,bukit batok,west region
bukit panjang,636C,senja road,673636,1.387435,103.759119,27,senja,bukit panjang,west region
yishun,208,yishun street 21,760208,1.431022,103.837623,12,northland,yishun,north region
hougang,323,hougang avenue 5,530323,1.367228,103.897798,4,kangkar,hougang,north-east region
punggol,103B,edgefield plains,822103,1.397731,103.904685,16,punggol field,punggol,north-east region
bishan,156,bishan street 13,570156,1.345323,103.856581,22,bishan east,bishan,central region
yishun,113,yishun ring road,760113,1.435136,103.828873,9,yishun west,yishun,north region
tampines,898A,tampines street 81,521898,1.346813,103.934887,13,tampines west,tampines,east region
central area,635,veerasamy road,200635,1.306589,103.855219,13,little india,rochor,central region
pasir ris,142,pasir ris street 11,510142,1.363453,103.958902,10,pasir ris drive,pasir ris,east region
bedok,616,bedok reservoir road,470616,1.331904,103.915138,11,kaki bukit,bedok,east region
jurong west,858,jurong west street 81,640858,1.348289,103.696206,14,yunnan,jurong west,west region
choa chu kang,428,choa chu kang avenue 4,680428,1.38124,103.739993,4,peng siang,choa chu kang,west region
hougang,980C,buangkok crescent,533980,1.380032,103.880971,15,trafalgar,hougang,north-east region
hougang,158,hougang street 11,530158,1.35164,103.880486,15,lorong ah soo,hougang,north-east region
hougang,988C,buangkok green,533988,1.380297,103.877266,20,trafalgar,hougang,north-east region
punggol,196D,punggol field,824196,1.399661,103.907235,15,punggol field,punggol,north-east region
serangoon,213,serangoon avenue 4,550213,1.357173,103.873093,15,serangoon garden,serangoon,north-east region
punggol,211C,punggol walk,823211,1.40076,103.899614,16,matilda,punggol,north-east region
bishan,260,bishan street 22,570260,1.359614,103.842187,16,marymount,bishan,central region
woodlands,658,woodlands ring road,730658,1.436642,103.799602,12,woodlands east,woodlands,north region
bedok,148,bedok reservoir road,470148,1.335341,103.911905,13,kaki bukit,bedok,east region
hougang,244,hougang street 22,530244,1.358073,103.891947,12,lorong ah soo,hougang,north-east region
clementi,508,west coast drive,120508,1.31166,103.761761,14,clementi central,clementi,west region
sembawang,513,wellington circle,750513,1.454208,103.820135,14,admiralty,sembawang,north region
kallang/whampoa,55,geylang bahru,330055,1.324085,103.868591,25,geylang bahru,kallang,central region
bishan,195,bishan street 13,570195,1.348362,103.850897,12,bishan east,bishan,central region
tampines,228,tampines street 23,521228,1.355604,103.954652,4,tampines east,tampines,east region
hougang,981C,buangkok crescent,533981,1.380448,103.879579,17,trafalgar,hougang,north-east region
bishan,220,bishan street 23,570220,1.357477,103.848836,11,marymount,bishan,central region
punggol,202B,punggol field,822202,1.399235,103.904278,16,matilda,punggol,north-east region
punggol,312C,sumang link,823312,1.410907,103.901186,16,punggol town centre,punggol,north-east region
hougang,682,hougang avenue 4,530682,1.373618,103.885749,4,hougang west,hougang,north-east region
woodlands,116,marsiling rise,730116,1.43801,103.780447,4,woodlands west,woodlands,north region
kallang/whampoa,11,upper boon keng road,380011,1.314239,103.870914,16,boon keng,kallang,central region
woodlands,690E,woodlands drive 75,735690,1.442165,103.808041,15,woodlands east,woodlands,north region
bedok,187B,bedok north street 4,462187,1.330381,103.940088,19,bedok north,bedok,east region
jurong east,261,jurong east street 24,600261,1.344496,103.740401,13,yuhua east,jurong east,west region
bedok,18,bedok south road,460018,1.320625,103.934734,14,bedok south,bedok,east region
bedok,118,bedok north street 2,460118,1.330434,103.937482,19,bedok north,bedok,east region
geylang,348,ubi avenue 1,400348,1.32615,103.900528,12,kampong ubi,geylang,central region
choa chu kang,632,choa chu kang north 6,680632,1.396691,103.74858,18,yew tee,choa chu kang,west region
jurong east,304,jurong east street 32,600304,1.345145,103.73475,13,yuhua west,jurong east,west region
bishan,289,bishan street 24,570289,1.356661,103.844931,24,marymount,bishan,central region
jurong west,687,jurong west central 1,640687,1.341532,103.70567,13,jurong west central,jurong west,west region
sembawang,401,admiralty link,750401,1.45427,103.815813,15,sembawang north,sembawang,north region
toa payoh,159,lorong 1 toa payoh,310159,1.330745,103.845601,12,toa payoh central,toa payoh,central region
hougang,134,lorong ah soo,530134,1.350465,103.886509,14,tai seng,hougang,north-east region
punggol,226C,sumang lane,823226,1.402581,103.894017,17,matilda,punggol,north-east region
clementi,704,west coast road,120704,1.306348,103.760538,13,clementi west,clementi,west region
punggol,316A,punggol way,821316,1.408902,103.898408,18,punggol town centre,punggol,north-east region
punggol,260C,punggol way,823260,1.405246,103.896411,17,matilda,punggol,north-east region
bukit batok,527,bukit batok street 51,650527,1.357079,103.751545,4,guilin,bukit batok,west region
choa chu kang,227,choa chu kang central,680227,1.381182,103.745966,11,choa chu kang central,choa chu kang,west region
clementi,380,clementi avenue 5,120380,1.318344,103.767572,4,clementi north,clementi,west region
pasir ris,128,pasir ris street 11,510128,1.366072,103.955614,9,pasir ris drive,pasir ris,east region
clementi,355,clementi avenue 2,120355,1.314451,103.769564,25,clementi north,clementi,west region
ang mo kio,104B,ang mo kio street 11,561104,1.371512,103.838459,12,kebun bahru,ang mo kio,north-east region
pasir ris,486,pasir ris drive 4,510486,1.374334,103.960352,12,pasir ris drive,pasir ris,east region
punggol,612A,punggol drive,821612,1.404164,103.909118,17,waterway east,punggol,north-east region
tampines,217,tampines street 23,520217,1.354168,103.951862,12,tampines east,tampines,east region
sengkang,467A,fernvale link,791467,1.397984,103.878459,26,fernvale,sengkang,north-east region
toa payoh,239,lorong 1 toa payoh,310239,1.340509,103.851041,22,braddell,toa payoh,central region
kallang/whampoa,8C,upper boon keng road,383008,1.313169,103.870819,26,boon keng,kallang,central region
kallang/whampoa,96,geylang bahru,330096,1.323381,103.870462,14,geylang bahru,kallang,central region
sembawang,466C,sembawang drive,753466,1.455881,103.813147,21,sembawang north,sembawang,north region
woodlands,787D,woodlands crescent,734787,1.445117,103.801733,13,woodlands east,woodlands,north region
ang mo kio,327,ang mo kio avenue 3,560327,1.367053,103.846987,13,townsville,ang mo kio,north-east region
